material,exp_label,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,chi_AX_ratio,chi_BX_ratio,chi_diff,log_rA_rB_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,rA_rB_ratio,t_sisso,t,tau,t_jess,p_t_sisso
RbSrF3,0.0,172.2,117.95,133.15,1.0,2.0,-1.0,0.82,0.95,3.98,0.8872180451127819,1.2932330827067668,-3.16,-3.03,-2.62,-2.49,1.2061068702290076,1.216867469879518,2.0340000000000003,0.3768098523477883,-2.23129531,-3.5257832000000016,-11.111416699999976,-0.6626547127478113,-1.2811882639810177,1.136681619020348,-0.5654554674099543,0.150586057166743,-4.336301480858267,4.153592876586776,5.884929518021573,19.391595983680425,231.42,195.84,40.44,324.0,254.93,37.4,240.1,111.21,143.19,1.4599406528189909,0.49816002733387765,0.8598789307924916,3.98710524399576,0.852275134034671,0.38131982834772354
CsSnI3,1.0,188.28,102.53,219.49,1.0,2.0,-1.0,0.79,1.96,2.66,0.5227272727272726,0.8545454545454544,-1.87,-0.7000000000000002,-2.65,-1.48,0.7056603773584906,0.4729729729729731,1.046,0.4915098344666993,-2.0859241200000014,-3.6934392700000016,-7.083940510000032,-0.4792429764515966,-3.693439396789498,0.2908709899851069,-0.5452966317296846,-1.0130803347838755,-3.4344351648747526,3.8635765556284616,6.875250052003975,11.131355946143175,253.57,106.59,90.24,319.04,135.54,107.49,202.25,46.940000000000005,41.190000000000005,1.8363405832439286,0.41659902783891956,0.8954029516201061,4.162155534471119,1.3359122419966605,0.6805733027347002
SrHfS3,1.0,144.48,70.83,184.4,2.0,4.0,-2.0,0.95,1.3,2.58,0.3858695652173912,0.7826086956521738,-1.63,-1.28,-2.49,-2.14,0.6546184738955823,0.5981308411214953,1.098,0.7071334225346851,-3.5257832000000016,-2.693665829999998,-7.00838179000003,-1.2811882639810177,-2.693665922468976,0.8145175879610062,0.150586057166743,0.1845735353332302,-2.847077729734469,5.884929518021573,6.50368793830198,11.769320157021456,195.84,153.65,74.72999999999999,254.93,213.77,84.92999999999999,111.21,89.50999999999999,273.21,2.0398136382888605,0.707563087257381,0.9111541119568197,4.326330173508208,0.9972037441414967,0.023408654879396047
AgNiF3,1.0,152.13,69.57,133.15,1.0,2.0,-1.0,1.93,1.91,3.98,0.5187969924812029,0.962406015037594,-2.05,-2.0700000000000003,-1.51,-1.53,1.357615894039735,1.3529411764705883,1.62,0.6179237593223578,-4.402160580000001,-4.439555410000002,-11.111416699999976,-0.2462930884548233,-4.4395555624023935,1.136681619020348,-1.4755869046631138,-1.3513871613897686,-4.336301480858267,7.75596378025508,7.898771670150475,19.391595983680425,132.41000000000005,125.17,40.44,190.44,156.73999999999998,37.4,54.86,33.809999999999995,143.19,2.186718413109099,0.3174327800957736,0.995086477284316,3.7087780990139914,0.998524725982102,0.9060375842511866
PrScS3,1.0,130.43,74.11,184.4,3.0,3.0,-2.0,1.13,1.36,2.58,0.404891304347826,0.6407608695652174,-1.4500000000000002,-1.22,-2.31,-2.08,0.6277056277056278,0.5865384615384615,1.05,0.4590376821578115,-2.320982129999998,-3.2357286599999986,-7.00838179000003,-2.320982209675374,-3.235728771077069,0.8145175879610062,0.1152585549847216,0.2753302914535808,-2.847077729734469,5.700078313684422,6.884657007341072,11.769320157021456,201.97,165.06,74.72999999999999,271.35,217.74,84.92999999999999,117.98,58.09,273.21,1.7599514235595737,0.6530865452417944,0.8611620002836801,2.8283366652101014,0.9216040709870058,0.052935442939902155
CeYbSe3,0.0,133.42,86.89,198.14,3.0,3.0,-2.0,1.12,1.1,2.55,0.4383838383838384,0.6767676767676768,-1.4299999999999995,-1.4499999999999995,-2.32,-2.34,0.6163793103448274,0.6196581196581195,1.086,0.4342331782846069,-2.5303330600000007,-3.076992080000003,-6.510488250000024,-2.5303331468620374,-1.0944533775707237,-0.2111875472497096,0.0869328039854952,0.4767999173605045,-2.730814399751447,5.700526061695872,6.531525574217345,10.84576444731508,204.28,173.83,79.97,257.54,248.9,95.78,118.68,112.51,23.97,1.535504661065715,0.5808987909265169,0.8225411884430095,4.021677254203224,0.8181888599191435,0.14664746198495912
UCrS3,1.0,117.04,80.17,184.4,4.0,2.0,-2.0,1.38,1.66,2.58,0.4347826086956521,0.6358695652173912,-1.2000000000000002,-0.9200000000000002,-2.06,-1.78,0.5825242718446603,0.5168539325842697,0.94,0.3801473001238744,-1.99527278,-4.38888821,-7.00838179000003,-1.9952728484943232,-4.388888360663078,0.8145175879610062,0.546861732757815,-1.078476583023451,-2.847077729734469,5.590257855882314,7.228119012129165,11.769320157021456,187.98,142.45999999999998,74.72999999999999,241.76,198.93,84.92999999999999,131.23,43.95,273.21,1.45989771735063,0.6869279489198261,0.8056499415772699,1.7338062408017545,0.9080140751419631,0.031968137469123206
PbNbS3,0.0,149.22,67.89,184.4,2.0,4.0,-2.0,2.33,1.6,2.58,0.3695652173913044,0.8097826086956521,-0.25,-0.98,-1.11,-1.84,0.2252252252252252,0.5326086956521738,0.762,0.7844386007693523,-3.496077730000001,-4.453728150000003,-7.00838179000003,-3.4960778500144083,-4.45372830288892,0.8145175879610062,-0.8830451593257576,-1.1054994379504737,-2.847077729734469,6.576348032711487,7.135067946929306,11.769320157021456,103.96,158.34,74.72999999999999,140.49,209.16,84.92999999999999,56.76,77.56,273.21,2.1979673000441893,0.7529285905080425,0.9350571111831972,4.2980639087415735,0.39540933181124355,0.011728415498877006
KMnCl3,1.0,164.19,82.83,180.61,1.0,2.0,-1.0,0.82,1.55,3.16,0.4585635359116021,0.9060773480662982,-2.3400000000000003,-1.61,-2.62,-1.89,0.8931297709923665,0.851851851851852,1.4220000000000002,0.6810258200276005,-2.318921259999999,-4.411136790000002,-8.594666479999974,-0.7664318763103054,-0.936468712147378,0.0197235606770763,-0.6361622968393374,-1.152247272554489,-3.935229981089612,4.31357484707873,7.312724883033412,13.876021229339663,220.49,40.830000000000005,67.85000000000001,302.81,205.42,75.67,207.8,137.51,224.95,1.9822528069540022,0.48269105664258083,0.9254897977064616,4.077529575700554,0.9703359677911424,0.43842499254577993
CsSrF3,1.0,188.28,117.95,133.15,1.0,2.0,-1.0,0.79,0.95,3.98,0.8872180451127819,1.413533834586466,-3.19,-3.03,-2.65,-2.49,1.2037735849056603,1.216867469879518,2.04,0.4657573383642844,-2.0859241200000014,-3.5257832000000016,-11.111416699999976,-0.4792429764515966,-1.2811882639810177,1.136681619020348,-0.5452966317296846,0.150586057166743,-4.336301480858267,3.8635765556284616,5.884929518021573,19.391595983680425,253.57,195.84,40.44,319.04,254.93,37.4,202.25,111.21,143.19,1.5962696057651546,0.18217879152937777,0.9051609128037679,3.542111727801865,0.8954210905400845,0.987128636027732
PbTaS3,0.0,149.22,68.04,184.4,2.0,4.0,-2.0,2.33,1.5,2.58,0.3695652173913044,0.8097826086956521,-0.25,-1.08,-1.11,-1.94,0.2252252252252252,0.5567010309278351,0.782,0.7844386007693523,-3.496077730000001,-3.5963150900000027,-7.00838179000003,-3.4960778500144083,-3.5963152134553904,0.8145175879610062,-0.8830451593257576,-0.2825051047029557,-2.847077729734469,6.576348032711487,7.686524689847838,11.769320157021456,103.96,146.65,74.72999999999999,140.49,204.33,84.92999999999999,56.76,83.7,273.21,2.193121693121693,0.7529285905080425,0.9345014996847126,4.295422488211039,0.3780724285511224,0.011728415498877006
HoScS3,1.0,118.33,74.11,184.4,3.0,3.0,-2.0,1.23,1.36,2.58,0.404891304347826,0.6086956521739131,-1.35,-1.22,-2.21,-2.08,0.6108597285067874,0.5865384615384615,1.03,0.4076997459095807,-3.2008237100000025,-3.2357286599999986,-7.00838179000003,-1.1351101489664033,-3.235728771077069,0.8145175879610062,0.3636387404670252,0.2753302914535808,-2.847077729734469,6.258815168820546,6.884657007341072,11.769320157021456,27.71,165.06,74.72999999999999,111.73,217.74,84.92999999999999,256.24,58.09,273.21,1.5966806099041964,0.6467967540786297,0.8280645819835418,3.724925258427407,0.8624009146983851,0.0580626150972933
TlGeI3,0.0,169.89,73.44,219.49,1.0,2.0,-1.0,1.62,2.01,2.66,0.3318181818181818,0.7727272727272726,-1.04,-0.6500000000000004,-1.82,-1.4300000000000002,0.5714285714285714,0.4545454545454547,0.8700000000000001,0.8453389959018707,-2.36925177,-3.8949312500000026,-7.083940510000032,-2.3692518513323906,-3.894931383706377,0.2908709899851069,-0.1395649868243635,-0.9159627234370702,-3.4344351648747526,5.166986943295928,7.445211421588107,11.131355946143175,109.74,92.2,90.24,154.46,117.22,107.49,59.04,26.66,41.190000000000005,2.3133169934640523,0.8778880446182674,0.9399308094718288,4.746973536797513,1.181627303336013,0.0017296066072442298
SrTiSe3,0.0,144.48,60.28,198.14,2.0,4.0,-2.0,0.95,1.54,2.55,0.3055555555555555,0.7272727272727273,-1.6,-1.0099999999999998,-2.49,-1.9,0.642570281124498,0.5315789473684209,1.0319999999999998,0.8671699345392049,-3.5257832000000016,-4.219539480000003,-6.510488250000024,-1.2811882639810177,-4.219539624849625,-0.2111875472497096,0.150586057166743,-0.3138992857783973,-2.730814399751447,5.884929518021573,7.119307230391988,10.84576444731508,195.84,154.67,79.97,254.93,206.03,95.78,111.21,51.94,23.97,2.3968148639681486,0.9694983224466347,0.9375030401741627,4.770813326853096,1.133249529655038,0.00042753913616635104
TlPbCl3,0.0,169.89,118.46,180.61,1.0,2.0,-1.0,1.62,2.33,3.16,0.6574585635359116,0.9392265193370164,-1.54,-0.8300000000000001,-1.82,-1.11,0.8461538461538461,0.7477477477477478,1.106,0.3566749439387324,-2.36925177,-3.496077730000001,-8.594666479999974,-2.3692518513323906,-3.4960778500144083,0.0197235606770763,-0.1395649868243635,-0.8830451593257576,-3.935229981089612,5.166986943295928,6.576348032711487,13.876021229339663,109.74,103.96,67.85000000000001,154.46,140.49,75.67,59.04,56.76,224.95,1.4341549890258314,0.6739360076595156,0.8287074969516917,4.502051697342828,0.9377681684689672,0.03884362265231816
RbYbI3,0.0,172.2,102.0,219.49,1.0,2.0,-1.0,0.82,1.1,2.66,0.4636363636363636,0.7818181818181817,-1.8400000000000003,-1.56,-2.62,-2.34,0.7022900763358779,0.6666666666666667,1.2120000000000002,0.522521663529182,-2.23129531,-3.076992080000003,-7.083940510000032,-0.6626547127478113,-1.0944533775707237,0.2908709899851069,-0.5654554674099543,0.4767999173605045,-3.4344351648747526,4.153592876586776,6.531525574217345,11.131355946143175,231.42,173.83,90.24,324.0,248.9,107.49,240.1,112.51,41.190000000000005,1.688235294117647,0.5044325191852733,0.8615115642715948,4.375631291602141,0.9075465333548097,0.35892496540380253
NaCdF3,0.0,139.25,95.14,133.15,1.0,2.0,-1.0,0.93,1.69,3.98,0.7142857142857142,1.045112781954887,-3.05,-2.29,-2.51,-1.75,1.2151394422310755,1.3085714285714285,1.864,0.3805970415301508,-2.7445312200000007,-5.657022910000005,-11.111416699999976,-2.7445313142150973,-1.1571185497219154,1.136681619020348,-0.7570217149871556,0.9482623915387752,-4.336301480858267,5.147636303709317,9.27193000127873,19.391595983680425,175.88,123.55,40.44,260.21000000000004,179.66,37.4,845.6800000000001,51.92,143.19,1.4636325415177633,0.5847938310990419,0.8437354785214126,4.241864525452527,0.7834927741623965,0.13923462788844673
CsBaF3,0.0,188.28,134.51,133.15,1.0,2.0,-1.0,0.79,0.89,3.98,1.0150375939849623,1.413533834586466,-3.19,-3.09,-2.65,-2.55,1.2037735849056603,1.211764705882353,2.052,0.3311671843915196,-2.0859241200000014,-3.22934977,-11.111416699999976,-0.4792429764515966,-2.0224315294266337,1.136681619020348,-0.5452966317296846,0.1815487042226235,-4.336301480858267,3.8635765556284616,5.363406047114364,19.391595983680425,253.57,219.67,40.44,319.04,266.14000000000004,37.4,202.25,131.01,143.19,1.3997472306891683,0.5950137273242795,0.8491590271427414,4.15219044456535,0.8435591507959492,0.12126102386832478
PrYbSe3,0.0,130.43,86.89,198.14,3.0,3.0,-2.0,1.13,1.1,2.55,0.4383838383838384,0.5954545454545455,-1.42,-1.4499999999999995,-2.31,-2.34,0.6147186147186147,0.6196581196581195,1.084,0.3062301858770208,-2.320982129999998,-3.076992080000003,-6.510488250000024,-2.320982209675374,-1.0944533775707237,-0.2111875472497096,0.1152585549847216,0.4767999173605045,-2.730814399751447,5.700078313684422,6.531525574217345,10.84576444731508,201.97,173.83,79.97,271.35,248.9,95.78,117.98,112.51,23.97,1.5010933364023478,0.8258612772632941,0.8151235320506686,4.366886924686265,0.8086259060450702,0.0038369055229241053
PbNaCl3,0.0,149.22,102.87,180.61,2.0,1.0,-1.0,2.33,0.93,3.16,0.56353591160221,0.8232044198895028,-0.8300000000000001,-2.23,-1.11,-2.51,0.7477477477477478,0.8884462151394423,1.2440000000000002,0.3789734926611878,-3.496077730000001,-2.7445312200000007,-8.594666479999974,-3.4960778500144083,-2.7445313142150973,0.0197235606770763,-0.8830451593257576,-0.7570217149871556,-3.935229981089612,6.576348032711487,5.147636303709317,13.876021229339663,103.96,175.88,67.85000000000001,140.49,260.21000000000004,75.67,56.76,845.6800000000001,224.95,1.4505686789151355,0.6543264263071789,0.8227233566001052,5.555396852629584,0.6924330662162159,0.05197656245016135
KCdI3,0.0,164.19,95.14,219.49,1.0,2.0,-1.0,0.82,1.69,2.66,0.4318181818181817,0.7454545454545454,-1.8400000000000003,-0.9700000000000002,-2.62,-1.75,0.7022900763358779,0.5542857142857144,1.094,0.5459895362236576,-2.318921259999999,-5.657022910000005,-7.083940510000032,-0.7664318763103054,-1.1571185497219154,0.2908709899851069,-0.6361622968393374,0.9482623915387752,-3.4344351648747526,4.31357484707873,9.27193000127873,11.131355946143175,220.49,123.55,90.24,302.81,179.66,107.49,207.8,51.92,41.190000000000005,1.7257725457220938,0.5868710621942888,0.862293529584053,4.469660475616347,1.0925415775795428,0.1354103676980739
PrLuS3,0.0,130.43,85.75,184.4,3.0,3.0,-2.0,1.13,1.27,2.58,0.4679347826086956,0.6407608695652174,-1.4500000000000002,-1.31,-2.31,-2.17,0.6277056277056278,0.6036866359447005,1.068,0.3143273961096401,-2.320982129999998,-1.7533157500000005,-7.00838179000003,-2.320982209675374,-1.7533158101883548,0.8145175879610062,0.1152585549847216,0.3090144625889975,-2.847077729734469,5.700078313684422,5.26002856955933,11.769320157021456,201.97,162.29,74.72999999999999,271.35,232.06,84.92999999999999,117.98,97.53,273.21,1.5210495626822158,0.809705485851449,0.8240569635141001,4.0306046474201604,0.8568438702280547,0.004915124669173241
KSrCl3,0.0,164.19,117.95,180.61,1.0,2.0,-1.0,0.82,0.95,3.16,0.6519337016574586,0.9060773480662982,-2.3400000000000003,-2.21,-2.62,-2.49,0.8931297709923665,0.8875502008032128,1.542,0.3291818033585337,-2.318921259999999,-3.5257832000000016,-8.594666479999974,-0.7664318763103054,-1.2811882639810177,0.0197235606770763,-0.6361622968393374,0.150586057166743,-3.935229981089612,4.31357484707873,5.884929518021573,13.876021229339663,220.49,195.84,67.85000000000001,302.81,254.93,75.67,207.8,111.21,224.95,1.392030521407376,0.7452206878163294,0.8166232325421698,4.739779487180593,0.8217569214759779,0.0131947015759597
PbSnS3,0.0,149.22,68.92,184.4,2.0,4.0,-2.0,2.33,1.96,2.58,0.3749999999999999,0.8097826086956521,-0.25,-0.6200000000000001,-1.11,-1.48,0.2252252252252252,0.4189189189189189,0.6900000000000001,0.7698398013481998,-3.496077730000001,-3.6934392700000016,-7.00838179000003,-3.4960778500144083,-3.693439396789498,0.8145175879610062,-0.8830451593257576,-1.0130803347838755,-2.847077729734469,6.576348032711487,6.875250052003975,11.769320157021456,103.96,106.59,74.72999999999999,140.49,135.54,84.92999999999999,56.76,46.940000000000005,273.21,2.165118978525827,0.7363801290098797,0.9312551657208624,4.281231026544978,0.5006748202800334,0.015101231218947764
CsGeI3,0.0,188.28,73.44,219.49,1.0,2.0,-1.0,0.79,2.01,2.66,0.3318181818181818,0.8545454545454544,-1.87,-0.6500000000000004,-2.65,-1.4300000000000002,0.7056603773584906,0.4545454545454547,1.0360000000000005,0.945982521681558,-2.0859241200000014,-3.8949312500000026,-7.083940510000032,-0.4792429764515966,-3.894931383706377,0.2908709899851069,-0.5452966317296846,-0.9159627234370702,-3.4344351648747526,3.8635765556284616,7.445211421588107,11.131355946143175,253.57,92.2,90.24,319.04,117.22,107.49,202.25,26.66,41.190000000000005,2.5637254901960786,0.8695646282491946,0.9843227340344333,4.711831992543056,1.5281146142708142,0.0019645236891294143
RbBeF3,0.0,172.2,44.95,133.15,1.0,2.0,-1.0,0.82,1.57,3.98,0.3383458646616541,1.2932330827067668,-3.16,-2.41,-2.62,-1.87,1.2061068702290076,1.288770053475936,1.91,1.3408319870431331,-2.23129531,-5.60966653,-11.111416699999976,-0.6626547127478113,-2.01377753912956,1.136681619020348,-0.5654554674099543,0.6486211812660797,-4.336301480858267,4.153592876586776,9.553745681963834,19.391595983680425,231.42,108.05,40.44,324.0,120.4,37.4,240.1,289.74,143.19,3.8309232480533923,0.6743185122267072,1.2123279029870555,4.814467160353026,1.1345678065837488,0.038622199372525985
CsCdF3,1.0,188.28,95.14,133.15,1.0,2.0,-1.0,0.79,1.69,3.98,0.7142857142857142,1.413533834586466,-3.19,-2.29,-2.65,-1.75,1.2037735849056603,1.3085714285714285,1.892,0.6825650712294085,-2.0859241200000014,-5.657022910000005,-11.111416699999976,-0.4792429764515966,-1.1571185497219154,1.136681619020348,-0.5452966317296846,0.9482623915387752,-4.336301480858267,3.8635765556284616,9.27193000127873,19.391595983680425,253.57,123.55,40.44,319.04,179.66,37.4,202.25,51.92,143.19,1.978978347698129,0.3487531459686368,0.995601669827965,3.298775554712006,0.9158682247366919,0.8566519548707605
YScS3,1.0,122.3,74.11,184.4,3.0,3.0,-2.0,1.22,1.36,2.58,0.404891304347826,0.5842391304347826,-1.36,-1.22,-2.22,-2.08,0.6126126126126126,0.5865384615384615,1.032,0.3666917221822037,-2.518776380000004,-3.2357286599999986,-7.00838179000003,-2.5187764664653174,-3.235728771077069,0.8145175879610062,0.1564045493718278,0.2753302914535808,-2.847077729734469,6.250735714575128,6.884657007341072,11.769320157021456,178.5,165.06,74.72999999999999,235.81,217.74,84.92999999999999,94.26,58.09,273.21,1.6502496289299688,0.7165466494083954,0.8389238175745788,3.371376142913745,0.8762175805475442,0.020425365638751084
TlCdI3,0.0,169.89,95.14,219.49,1.0,2.0,-1.0,1.62,1.69,2.66,0.4318181818181817,0.7727272727272726,-1.04,-0.9700000000000002,-1.82,-1.75,0.5714285714285714,0.5542857142857144,0.934,0.581921545449721,-2.36925177,-5.657022910000005,-7.083940510000032,-2.3692518513323906,-1.1571185497219154,0.2908709899851069,-0.1395649868243635,0.9482623915387752,-3.4344351648747526,5.166986943295928,9.27193000127873,11.131355946143175,109.74,123.55,90.24,154.46,179.66,107.49,59.04,51.92,41.190000000000005,1.7856842547824257,0.5837534846434926,0.8751038744512056,4.386840285842224,0.9021689427332014,0.14118349693732676
CaLiF3,0.0,133.65,75.66,133.15,2.0,1.0,-1.0,1.0,0.98,3.98,0.5714285714285714,1.0075187969924813,-2.98,-3.0,-2.44,-2.46,1.221311475409836,1.2195121951219512,1.992,0.5671064596645805,-3.766160950000002,-2.8741409099999977,-11.111416699999976,-1.9458476867976409,-1.0207578250408813,1.136681619020348,0.1499954621481116,-0.7561139179561087,-4.336301480858267,6.309260154585895,5.297381732850112,19.391595983680425,179.84,165.76,40.44,231.02,201.34,37.4,67.61,674.19,143.19,1.766455194290246,0.19187324035381814,0.9034843371598048,3.9691027750777765,0.9048173468375816,0.9850968092429709
SrSnS3,0.0,144.48,68.92,184.4,2.0,4.0,-2.0,0.95,1.96,2.58,0.3749999999999999,0.7826086956521738,-1.63,-0.6200000000000001,-2.49,-1.48,0.6546184738955823,0.4189189189189189,0.966,0.7357067949787413,-3.5257832000000016,-3.6934392700000016,-7.00838179000003,-1.2811882639810177,-3.693439396789498,0.8145175879610062,0.150586057166743,-1.0130803347838755,-2.847077729734469,5.884929518021573,6.875250052003975,11.769320157021456,195.84,106.59,74.72999999999999,254.93,135.54,84.92999999999999,111.21,46.940000000000005,273.21,2.0963435867672664,0.7396112530752038,0.9180240959842851,4.339869195424801,1.4345390135720228,0.014374708235431355
CsPbF3,1.0,188.28,118.46,133.15,1.0,2.0,-1.0,0.79,2.33,3.98,0.894736842105263,1.413533834586466,-3.19,-1.65,-2.65,-1.11,1.2037735849056603,1.4864864864864862,1.7639999999999998,0.4573184697184198,-2.0859241200000014,-3.496077730000001,-11.111416699999976,-0.4792429764515966,-3.4960778500144083,1.136681619020348,-0.5452966317296846,-0.8830451593257576,-4.336301480858267,3.8635765556284616,6.576348032711487,19.391595983680425,253.57,103.96,40.44,319.04,140.49,37.4,202.25,56.76,143.19,1.5893972648995442,0.20583557689589194,0.9033262000915152,3.554202502743384,0.7315237831684497,0.9816038105021585
RbCdF3,1.0,172.2,95.14,133.15,1.0,2.0,-1.0,0.82,1.69,3.98,0.7142857142857142,1.2932330827067668,-3.16,-2.29,-2.62,-1.75,1.2061068702290076,1.3085714285714285,1.886,0.5936175852129121,-2.23129531,-5.657022910000005,-11.111416699999976,-0.6626547127478113,-1.1571185497219154,1.136681619020348,-0.5654554674099543,0.9482623915387752,-4.336301480858267,4.153592876586776,9.27193000127873,19.391595983680425,231.42,123.55,40.44,324.0,179.66,37.4,240.1,51.92,143.19,1.8099642631910866,0.0535757995869417,0.9457952583205337,3.4501529433484204,0.8717370209861247,0.9981791035404747
AgCuF3,1.0,152.13,72.62,133.15,1.0,2.0,-1.0,1.93,1.9,3.98,0.5488721804511277,0.962406015037594,-2.05,-2.08,-1.51,-1.54,1.357615894039735,1.3506493506493509,1.622,0.561570822771226,-4.402160580000001,-4.608164319999999,-11.111416699999976,-0.2462930884548233,-0.6024405606807606,1.136681619020348,-1.4755869046631138,-1.5474569751238811,-4.336301480858267,7.75596378025508,8.147436993683963,19.391595983680425,132.41000000000005,120.22,40.44,190.44,203.02,37.4,54.86,31.9,143.19,2.0948774442302396,0.2533540624748797,0.980336932862305,3.6663654294094217,0.9853934338532527,0.9626042969881792
KCrF3,1.0,164.19,80.17,133.15,1.0,2.0,-1.0,0.82,1.66,3.98,0.6015037593984962,1.2330827067669172,-3.16,-2.3200000000000003,-2.62,-1.78,1.2061068702290076,1.303370786516854,1.892,0.7178397931503168,-2.318921259999999,-4.38888821,-11.111416699999976,-0.7664318763103054,-4.388888360663078,1.136681619020348,-0.6361622968393374,-1.078476583023451,-4.336301480858267,4.31357484707873,7.228119012129165,19.391595983680425,220.49,142.45999999999998,40.44,302.81,198.93,37.4,207.8,43.95,143.19,2.048022951228639,0.03358966691820964,0.9856162569723899,3.5177220029054004,0.9120647410861903,0.9986566911409342
TlCrF3,1.0,169.89,80.17,133.15,1.0,2.0,-1.0,1.62,1.66,3.98,0.6015037593984962,1.2781954887218043,-2.36,-2.3200000000000003,-1.82,-1.78,1.2967032967032963,1.303370786516854,1.7320000000000002,0.7537718023763802,-2.36925177,-4.38888821,-11.111416699999976,-2.3692518513323906,-4.388888360663078,1.136681619020348,-0.1395649868243635,-1.078476583023451,-4.336301480858267,5.166986943295928,7.228119012129165,19.391595983680425,109.74,142.45999999999998,40.44,154.46,198.93,37.4,59.04,43.95,143.19,2.1191218660346762,0.06990594758982271,1.0045104947632775,3.4825724920984547,0.999371846912082,0.9976651087152492
NaHgI3,0.0,139.25,103.04,219.49,1.0,2.0,-1.0,0.93,2.0,2.66,0.4636363636363636,0.6318181818181817,-1.73,-0.6600000000000001,-2.51,-1.44,0.6892430278884463,0.4583333333333334,1.0100000000000002,0.3095011198464205,-2.7445312200000007,-6.807995810000004,-7.083940510000032,-2.7445313142150973,-0.952083492683411,0.2908709899851069,-0.7570217149871556,1.3885838835805904,-3.4344351648747526,5.147636303709317,10.679763451594113,11.131355946143175,175.88,116.75,90.24,260.21000000000004,173.51,107.49,845.6800000000001,61.58,41.190000000000005,1.3514169254658384,0.8192279176278527,0.7864946692318039,5.6176106657822205,1.1827330194315282,0.004247553712793319
BaTiSe3,0.0,161.04,60.28,198.14,2.0,4.0,-2.0,0.89,1.54,2.55,0.3055555555555555,0.8131313131313131,-1.6599999999999997,-1.0099999999999998,-2.55,-1.9,0.6509803921568627,0.5315789473684209,1.044,0.9787609999476672,-3.22934977,-4.219539480000003,-6.510488250000024,-2.0224315294266337,-4.219539624849625,-0.2111875472497096,0.1815487042226235,-0.3138992857783973,-2.730814399751447,5.363406047114364,7.119307230391988,10.84576444731508,219.67,154.67,79.97,266.14000000000004,206.03,95.78,131.01,51.94,23.97,2.671532846715328,0.9689962340952765,0.982815778325129,4.724385370171633,1.2035724965394903,0.0004308167861942593
RbCoCl3,0.0,172.2,74.25,180.61,1.0,2.0,-1.0,0.82,1.88,3.16,0.4116022099447514,0.9502762430939226,-2.3400000000000003,-1.2800000000000002,-2.62,-1.56,0.8931297709923665,0.8205128205128206,1.356,0.8366953514279392,-2.23129531,-4.433222810000001,-8.594666479999974,-0.6626547127478113,0.1435549649279978,0.0197235606770763,-0.5654554674099543,-1.3590473276566433,-3.935229981089612,4.153592876586776,7.672566418386976,13.876021229339663,231.42,128.78,67.85000000000001,324.0,161.4,75.67,240.1,35.82,224.95,2.319191919191919,0.5929150553186561,0.9788706422837427,4.189400434115544,1.0655025621995988,0.12478176359734161
BaZrS3,1.0,161.04,72.07,184.4,2.0,4.0,-2.0,0.89,1.33,2.58,0.3913043478260869,0.875,-1.69,-1.25,-2.55,-2.11,0.6627450980392157,0.5924170616113744,1.104,0.8047382459684077,-3.22934977,-3.6022224400000007,-7.00838179000003,-2.0224315294266337,-3.602222563658176,0.8145175879610062,0.1815487042226235,-0.2714066713124998,-2.847077729734469,5.363406047114364,7.139550537079975,11.769320157021456,219.67,166.94,74.72999999999999,266.14000000000004,222.0,84.92999999999999,131.01,84.44,273.21,2.234494241709449,0.6749511413221375,0.9524060583604782,4.116963853029198,1.0654697297278837,0.038258649587799246
AgMnF3,1.0,152.13,82.83,133.15,1.0,2.0,-1.0,1.93,1.55,3.98,0.6240601503759398,0.962406015037594,-2.05,-2.43,-1.51,-1.89,1.357615894039735,1.2857142857142858,1.692,0.4331896561230193,-4.402160580000001,-4.411136790000002,-11.111416699999976,-0.2462930884548233,-0.936468712147378,1.136681619020348,-1.4755869046631138,-1.152247272554489,-4.336301480858267,7.75596378025508,7.312724883033412,19.391595983680425,132.41000000000005,40.830000000000005,40.44,190.44,205.42,37.4,54.86,137.51,143.19,1.8366533864541832,0.4943561487882987,0.9339935673445527,3.628593620171526,0.9862257315227615,0.3951423843913211
AgMgCl3,0.0,152.13,72.45,180.61,1.0,2.0,-1.0,1.93,1.31,3.16,0.3977900552486187,0.7071823204419889,-1.2300000000000002,-1.85,-1.51,-2.13,0.8145695364238412,0.8685446009389672,1.2480000000000002,0.5753641449035619,-4.402160580000001,-4.705333049999998,-8.594666479999974,-0.2462930884548233,-1.3065628048520797,0.0197235606770763,-1.4755869046631138,0.500356888176296,-3.935229981089612,7.75596378025508,7.971349299642951,13.876021229339663,132.41000000000005,135.17999999999998,67.85000000000001,190.44,191.16,75.67,54.86,561.2099999999999,224.95,2.099792960662526,0.6776131626205055,0.9297530350332592,4.323416425165612,0.871974217463267,0.03676469208688532
