,material,exp_label,elements,A,B,X,rA,rB,rX,nA,nB,nX,chiA,chiB,chiX,rA_rB_ratio,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO
642,SmNiO3,1.0,"['Sm', 'Ni', 'O']",Sm,Ni,O,1.24,0.6,1.4,3,3,-2,1.17,1.91,3.44,2.066666666666667,0.4285714285714286,0.8857142857142858,-2.27,-1.53,-2.27,-1.53
643,NaCdBr3,0.0,"['Na', 'Cd', 'Br']",Na,Cd,Br,1.39,0.95,1.96,1,2,-1,0.93,1.69,2.96,1.463157894736842,0.4846938775510204,0.7091836734693877,-2.03,-1.27,-2.51,-1.75
644,TeZnO3,0.0,"['Te', 'Zn', 'O']",Te,Zn,O,0.97,0.74,1.4,4,2,-2,2.1,1.65,3.44,1.3108108108108107,0.5285714285714286,0.6928571428571428,-1.3399999999999999,-1.79,-1.3399999999999999,-1.79
645,YTiO3,1.0,"['Y', 'Ti', 'O']",Y,Ti,O,1.075,0.67,1.4,3,3,-2,1.22,1.54,3.44,1.6044776119402984,0.47857142857142865,0.7678571428571429,-2.2199999999999998,-1.9,-2.2199999999999998,-1.9
646,CsBrO3,0.0,"['Cs', 'Br', 'O']",Cs,Br,O,1.88,0.31,1.4,1,5,-2,0.79,2.96,3.44,6.064516129032258,0.22142857142857145,1.342857142857143,-2.65,-0.48,-2.65,-0.48
647,GdCrO3,1.0,"['Gd', 'Cr', 'O']",Gd,Cr,O,1.107,0.615,1.4,3,3,-2,1.2,1.66,3.44,1.8,0.43928571428571433,0.7907142857142857,-2.24,-1.78,-2.24,-1.78
648,PrLuSe3,0.0,"['Pr', 'Lu', 'Se']",Pr,Lu,Se,1.179,0.861,1.98,3,3,-2,1.13,1.27,2.55,1.3693379790940767,0.4348484848484849,0.5954545454545455,-1.42,-1.2799999999999998,-2.31,-2.17
649,TlZnCl3,0.0,"['Tl', 'Zn', 'Cl']",Tl,Zn,Cl,1.7,0.74,1.81,1,2,-1,1.62,1.65,3.16,2.2972972972972974,0.4088397790055249,0.9392265193370165,-1.54,-1.5100000000000002,-1.8199999999999998,-1.79
650,CsHgCl3,1.0,"['Cs', 'Hg', 'Cl']",Cs,Hg,Cl,1.88,1.02,1.81,1,2,-1,0.79,2.0,3.16,1.8431372549019607,0.56353591160221,1.0386740331491713,-2.37,-1.1600000000000001,-2.65,-1.44
651,DyVO3,1.0,"['Dy', 'V', 'O']",Dy,V,O,1.083,0.64,1.4,3,3,-2,1.22,1.63,3.44,1.6921875,0.4571428571428572,0.7735714285714286,-2.2199999999999998,-1.81,-2.2199999999999998,-1.81
652,KPaO3,1.0,"['K', 'Pa', 'O']",K,Pa,O,1.64,0.78,1.4,1,5,-2,0.82,1.5,3.44,2.102564102564102,0.5571428571428572,1.1714285714285715,-2.62,-1.94,-2.62,-1.94
653,BaThO3,1.0,"['Ba', 'Th', 'O']",Ba,Th,O,1.61,0.94,1.4,2,4,-2,0.89,1.3,3.44,1.7127659574468088,0.6714285714285715,1.1500000000000001,-2.55,-2.1399999999999997,-2.55,-2.1399999999999997
